1.100000000000000000e+01,0.000000000000000000e+00,5.000000000000000000e+00
1.030901699437494656e+01,9.510565162951535312e-01,5.000000000000000000e+00
9.190983005625053437e+00,5.877852522924732481e-01,5.000000000000000000e+00
9.190983005625053437e+00,-5.877852522924730261e-01,5.000000000000000000e+00
1.030901699437494656e+01,-9.510565162951536422e-01,5.000000000000000000e+00
3.399186938124421964e+00,1.046162167924668829e+01,5.000000000000000000e+00
2.281152949374527061e+00,1.009835041524400800e+01,5.000000000000000000e+00
2.281152949374527061e+00,8.922779910659061287e+00,5.000000000000000000e+00
3.399186938124421964e+00,8.559508646656381003e+00,5.000000000000000000e+00
4.090169943749474513e+00,9.510565162951534646e+00,5.000000000000000000e+00
-8.899186938124419299e+00,6.465637775217206062e+00,5.000000000000000000e+00
-8.899186938124419299e+00,5.290067270632259344e+00,5.000000000000000000e+00
-7.781152949374525285e+00,4.926796006629579061e+00,5.000000000000000000e+00
-7.090169943749472736e+00,5.877852522924732703e+00,5.000000000000000000e+00
-7.781152949374525285e+00,6.828909039219886346e+00,5.000000000000000000e+00
-8.899186938124422852e+00,-6.465637775217203398e+00,5.000000000000000000e+00
-7.781152949374527061e+00,-6.828909039219883681e+00,5.000000000000000000e+00
-7.090169943749474513e+00,-5.877852522924730039e+00,5.000000000000000000e+00
-7.781152949374527061e+00,-4.926796006629576397e+00,5.000000000000000000e+00
-8.899186938124421076e+00,-5.290067270632256680e+00,5.000000000000000000e+00
3.399186938124419299e+00,-1.046162167924669006e+01,5.000000000000000000e+00
4.090169943749472736e+00,-9.510565162951536422e+00,5.000000000000000000e+00
3.399186938124420188e+00,-8.559508646656382780e+00,5.000000000000000000e+00
2.281152949374525285e+00,-8.922779910659063063e+00,5.000000000000000000e+00
2.281152949374524397e+00,-1.009835041524400978e+01,5.000000000000000000e+00
