2.836190000000000211e+01,7.407599999999999341e+01,1.448270000000000124e+01,3.140000000000000000e+02,1.208000000000000000e+03
6.397999999999999687e+00,4.969470000000000454e+01,1.649670000000000059e+01,5.670000000000000000e+02,7.600000000000000000e+02
6.419900000000000162e+00,6.278519999999999612e+01,1.629800000000000182e+01,5.290000000000000000e+02,8.120000000000000000e+02
1.422539999999999871e+01,4.228020000000000067e+01,1.703229999999999933e+01,1.350000000000000000e+02,1.930000000000000000e+02
7.928699999999999193e+00,3.561240000000000094e+01,1.674419999999999931e+01,1.050000000000000000e+02,8.300000000000000000e+01
6.417299999999999116e+00,2.353150000000000119e+01,2.911100000000000243e+00,1.130000000000000000e+02,5.000000000000000000e+00
3.074770000000000181e+01,7.021079999999999188e+01,1.616870000000000118e+01,2.830000000000000000e+02,9.710000000000000000e+02
1.498539999999999850e+01,6.709310000000000684e+01,1.415039999999999942e+01,5.300000000000000000e+02,1.560000000000000000e+02
7.825000000000000178e+00,1.405369999999999919e+01,1.603580000000000183e+01,1.600000000000000000e+01,8.000000000000000000e+00
7.207199999999999385e+00,4.027049999999999841e+01,1.670860000000000056e+01,1.060000000000000000e+02,9.000000000000000000e+00
2.664969999999999928e+01,2.461329999999999885e+01,6.678099999999999703e+00,3.700000000000000000e+02,1.000000000000000000e+01
2.359440000000000026e+01,6.117810000000000059e+01,1.673419999999999774e+01,2.460000000000000000e+02,1.100000000000000000e+01
7.777700000000000280e+00,7.055249999999999488e+01,9.005199999999998539e+00,4.340000000000000000e+02,4.500000000000000000e+01
1.112159999999999904e+01,2.252379999999999782e+01,4.223099999999999632e+00,7.400000000000000000e+01,1.621000000000000000e+03
3.158580000000000254e+01,7.540999999999999659e+01,1.491680000000000028e+01,3.230000000000000000e+02,1.306000000000000000e+03
2.855770000000000408e+01,7.720579999999999643e+01,1.240549999999999997e+01,3.730000000000000000e+02,4.150000000000000000e+02
2.699159999999999826e+01,1.924289999999999878e+01,1.656090000000000018e+01,3.410000000000000000e+02,5.900000000000000000e+02
2.249909999999999854e+01,2.022360000000000113e+01,1.675420000000000087e+01,3.290000000000000000e+02,6.170000000000000000e+02
1.454959999999999809e+01,6.938490000000000180e+01,1.660770000000000124e+01,3.270000000000000000e+02,7.130000000000000000e+02
1.434370000000000012e+01,5.733500000000000085e+01,1.393730000000000047e+01,5.560000000000000000e+02,2.210000000000000000e+02
9.928599999999999426e+00,2.277149999999999963e+01,1.416249999999999964e+01,3.300000000000000000e+01,2.000000000000000000e+01
3.161599999999999966e+01,4.040290000000000248e+01,1.647409999999999997e+01,1.940000000000000000e+02,8.430000000000000000e+02
3.124370000000000047e+01,2.445730000000000004e+01,5.849400000000000155e+00,4.030000000000000000e+02,1.309000000000000000e+03
3.270400000000000063e+01,3.430190000000000339e+01,1.456860000000000177e+01,2.190000000000000000e+02,2.300000000000000000e+01
1.620129999999999981e+01,2.899239999999999995e+01,1.385240000000000116e+01,5.600000000000000000e+01,1.710000000000000000e+02
3.207519999999999527e+01,2.504239999999999711e+01,1.620060000000000144e+01,2.730000000000000000e+02,9.990000000000000000e+02
