4.000000000000000000e+00,0.000000000000000000e+00,1.500000000000000000e+00
3.309016994374947451e+00,9.510565162951535312e-01,1.500000000000000000e+00
2.190983005625052549e+00,5.877852522924732481e-01,1.500000000000000000e+00
2.190983005625052549e+00,-5.877852522924730261e-01,1.500000000000000000e+00
3.309016994374947451e+00,-9.510565162951536422e-01,1.500000000000000000e+00
1.236067977499789805e+00,3.804226065180614125e+00,1.500000000000000000e+00
1.180339887498950135e-01,3.440954801177933842e+00,1.500000000000000000e+00
1.180339887498949025e-01,2.265384296592987567e+00,1.500000000000000000e+00
1.236067977499789583e+00,1.902113032590306840e+00,1.500000000000000000e+00
1.927050983124842354e+00,2.853169548885460038e+00,1.500000000000000000e+00
-3.236067977499789361e+00,2.351141009169892993e+00,1.500000000000000000e+00
-3.236067977499789361e+00,1.175570504584946718e+00,1.500000000000000000e+00
-2.118033988749894903e+00,8.122992405822659912e-01,1.500000000000000000e+00
-1.427050983124841910e+00,1.763355756877419411e+00,1.500000000000000000e+00
-2.118033988749894014e+00,2.714412273172573276e+00,1.500000000000000000e+00
-3.236067977499789805e+00,-2.351141009169892104e+00,1.500000000000000000e+00
-2.118033988749894903e+00,-2.714412273172572831e+00,1.500000000000000000e+00
-1.427050983124842354e+00,-1.763355756877419411e+00,1.500000000000000000e+00
-2.118033988749894458e+00,-8.122992405822656581e-01,1.500000000000000000e+00
-3.236067977499789805e+00,-1.175570504584945830e+00,1.500000000000000000e+00
1.236067977499788917e+00,-3.804226065180614569e+00,1.500000000000000000e+00
1.927050983124841688e+00,-2.853169548885461371e+00,1.500000000000000000e+00
1.236067977499789361e+00,-1.902113032590307284e+00,1.500000000000000000e+00
1.180339887498944584e-01,-2.265384296592987567e+00,1.500000000000000000e+00
1.180339887498940143e-01,-3.440954801177933842e+00,1.500000000000000000e+00
