2.080152000000000001e+01,1.175775999999999932e+01,3.107156000000000162e+01,1.052000000000000000e+03,1.000000000000000000e+03,0.000000000000000000e+00
5.434800000000000075e+00,3.461719999999999686e+00,5.885200000000001097e+00,1.193000000000000000e+03,1.061000000000000000e+03,0.000000000000000000e+00
5.488720000000000709e+00,4.097720000000000695e+00,9.496399999999999508e+00,1.173000000000000000e+03,1.333000000000000000e+03,0.000000000000000000e+00
6.969880000000000742e+00,3.751920000000000588e+00,7.877800000000000580e+00,1.192000000000000000e+03,1.011000000000000000e+03,0.000000000000000000e+00
1.153880000000000194e+01,1.334379999999999988e+01,3.146340000000000359e+01,1.025000000000000000e+03,1.107000000000000000e+03,0.000000000000000000e+00
1.982931999999999917e+01,1.164060000000000095e+01,3.246152000000000015e+01,1.041000000000000000e+03,1.005000000000000000e+03,0.000000000000000000e+00
1.355876000000000126e+01,1.205244000000000071e+01,3.719819999999999993e+01,1.056000000000000000e+03,1.077000000000000000e+03,0.000000000000000000e+00
1.187964000000000198e+01,1.655339999999999989e+01,3.492795999999999879e+01,1.007000000000000000e+03,1.007000000000000000e+03,0.000000000000000000e+00
7.498479999999999812e+00,1.963612000000000180e+01,3.326780000000000115e+01,1.050000000000000000e+03,1.209000000000000000e+03,0.000000000000000000e+00
1.733880000000000265e+01,1.823136000000000223e+01,3.181423999999999808e+01,1.016000000000000000e+03,1.242000000000000000e+03,0.000000000000000000e+00
4.942360000000000753e+00,6.598919999999999675e+00,9.355360000000001008e+00,1.168000000000000000e+03,1.010000000000000000e+03,0.000000000000000000e+00
7.488880000000000869e+00,4.158840000000000536e+00,8.519519999999999982e+00,1.192000000000000000e+03,1.714000000000000000e+03,0.000000000000000000e+00
1.648636000000000124e+01,3.473879999999999857e+00,3.545144000000000517e+01,1.089000000000000000e+03,1.439000000000000000e+03,0.000000000000000000e+00
8.024759999999998783e+00,6.038759999999999906e+00,8.031560000000000699e+00,1.186000000000000000e+03,1.013000000000000000e+03,0.000000000000000000e+00
7.654039999999999289e+00,6.458319999999999617e+00,6.411039999999999850e+00,1.188000000000000000e+03,1.022000000000000000e+03,0.000000000000000000e+00
1.800151999999999930e+01,2.071876000000000317e+01,2.466444000000000258e+01,1.090000000000000000e+03,1.642000000000000000e+03,0.000000000000000000e+00
5.024600000000000399e+00,6.630319999999999325e+00,1.019455999999999918e+01,1.166000000000000000e+03,1.655000000000000000e+03,0.000000000000000000e+00
1.516644000000000148e+01,1.548991999999999791e+01,3.430552000000000135e+01,1.000000000000000000e+03,1.017000000000000000e+03,0.000000000000000000e+00
1.072728000000000037e+01,9.955480000000001439e+00,2.734360000000000568e+01,1.094000000000000000e+03,1.340000000000000000e+03,0.000000000000000000e+00
2.031731999999999871e+01,1.197296000000000049e+01,3.173304000000000258e+01,1.041000000000000000e+03,1.458000000000000000e+03,0.000000000000000000e+00
1.856711999999999918e+01,1.261428000000000083e+01,3.344592000000000098e+01,1.021000000000000000e+03,1.258000000000000000e+03,0.000000000000000000e+00
4.507519999999999527e+00,3.667360000000000397e+00,2.174800000000000288e+00,1.203000000000000000e+03,1.063000000000000000e+03,0.000000000000000000e+00
6.975600000000000023e+00,7.005600000000000271e+00,6.473400000000001597e+00,1.188000000000000000e+03,1.057000000000000000e+03,0.000000000000000000e+00
4.065960000000000463e+00,5.899560000000001025e+00,1.131920000000000037e+00,1.208000000000000000e+03,1.348000000000000000e+03,0.000000000000000000e+00
2.218284000000000233e+01,1.014400000000000013e+01,2.421804000000000201e+01,1.107000000000000000e+03,1.392000000000000000e+03,0.000000000000000000e+00
8.864959999999999951e+00,7.966320000000000512e+00,1.670956000000000330e+01,1.152000000000000000e+03,1.025000000000000000e+03,0.000000000000000000e+00
1.137847999999999971e+01,1.201248000000000182e+01,2.720184000000000424e+01,1.080000000000000000e+03,1.026000000000000000e+03,0.000000000000000000e+00
1.081436000000000064e+01,1.594044000000000239e+01,3.617831999999999937e+01,1.018000000000000000e+03,1.027000000000000000e+03,0.000000000000000000e+00
1.463980000000000103e+01,7.835560000000000969e+00,3.763380000000000081e+01,1.068000000000000000e+03,1.028000000000000000e+03,0.000000000000000000e+00
6.005279999999999951e+00,3.796560000000000379e+00,9.006680000000001129e+00,1.173000000000000000e+03,1.406000000000000000e+03,0.000000000000000000e+00
9.930080000000000240e+00,1.229764000000000124e+01,3.861492000000000502e+01,1.049000000000000000e+03,1.434000000000000000e+03,0.000000000000000000e+00
8.497280000000001721e+00,9.953960000000000363e+00,2.463963999999999999e+01,1.122000000000000000e+03,1.452000000000000000e+03,0.000000000000000000e+00
1.917991999999999919e+01,1.269984000000000179e+01,3.283935999999999922e+01,1.030000000000000000e+03,1.032000000000000000e+03,0.000000000000000000e+00
6.210320000000000285e+00,1.413927999999999940e+01,3.724991999999999592e+01,1.095000000000000000e+03,1.033000000000000000e+03,0.000000000000000000e+00
8.608800000000000452e+00,1.175084000000000017e+01,3.886451999999999884e+01,1.137000000000000000e+03,1.554000000000000000e+03,0.000000000000000000e+00
4.093560000000000088e+00,4.317400000000000126e+00,2.237919999999999909e+00,1.205000000000000000e+03,1.035000000000000000e+03,0.000000000000000000e+00
5.022520000000000095e+00,2.159824000000000055e+01,2.818112000000000705e+01,1.105000000000000000e+03,1.090000000000000000e+03,0.000000000000000000e+00
7.700240000000000862e+00,2.075888000000000133e+01,3.181119999999999948e+01,1.074000000000000000e+03,1.562000000000000000e+03,0.000000000000000000e+00
5.861200000000000188e+00,3.012920000000000265e+00,1.750160000000000160e+00,1.204000000000000000e+03,1.038000000000000000e+03,0.000000000000000000e+00
6.553040000000000198e+00,8.107400000000000162e+00,1.541456000000000159e+01,1.160000000000000000e+03,1.361000000000000000e+03,0.000000000000000000e+00
1.407683999999999891e+01,7.348360000000001335e+00,3.784304000000000201e+01,1.068000000000000000e+03,1.040000000000000000e+03,0.000000000000000000e+00
1.387364000000000175e+01,8.288160000000001304e+00,3.796620000000000061e+01,1.057000000000000000e+03,1.298000000000000000e+03,0.000000000000000000e+00
1.452820000000000178e+01,1.925567999999999813e+01,3.263796000000000674e+01,1.034000000000000000e+03,1.310000000000000000e+03,0.000000000000000000e+00
1.440371999999999986e+01,1.802828000000000230e+01,3.343972000000000122e+01,1.045000000000000000e+03,1.681000000000000000e+03,0.000000000000000000e+00
5.139880000000000670e+00,6.924840000000000551e+00,3.076640000000000263e+00,1.207000000000000000e+03,1.565000000000000000e+03,0.000000000000000000e+00
1.036056000000000132e+01,8.962480000000001112e+00,2.467300000000000182e+01,1.111000000000000000e+03,1.440000000000000000e+03,0.000000000000000000e+00
8.883160000000000167e+00,9.783200000000000784e+00,2.103623999999999938e+01,1.129000000000000000e+03,1.055000000000000000e+03,0.000000000000000000e+00
9.315879999999999939e+00,7.203079999999999927e+00,1.959731999999999985e+01,1.136000000000000000e+03,1.393000000000000000e+03,0.000000000000000000e+00
1.630376000000000047e+01,1.268260000000000076e+01,3.572744000000000142e+01,1.009000000000000000e+03,1.247000000000000000e+03,0.000000000000000000e+00
1.075836000000000148e+01,1.717516000000000176e+01,3.500484000000000151e+01,1.029000000000000000e+03,1.636000000000000000e+03,0.000000000000000000e+00
